 ElementName  ElementType      L          s         K1         K2       Angle  
                               m          m        1/m2       1/m3       rad   
-------------------------------------------------------------------------------
 DL2BG6B      DRIF          0.13125  338.913     0         0          0        
 CL1G6C12B    TRIMD         0.2      339.113     0         0          0        
 DL2AG6B      DRIF          0.13475  339.248     0         0          0        
 QL1G6C12B    QUAD          0.268    339.516     -1.61785  0          0        
 DL1AG6B      DRIF          0.0783   339.594     0         0          0        
 PL1G6C12B    BPM           0        339.594     0         0          0        
 DBPM06       DRIF          0.0877   339.682     0         0          0        
 SL1G6C12B    SEXT          0.2      339.882     0         -13.2716   0        
 GEG6C12B     MARK          0        339.882     0         0          0        
 GSG1C13A     MARK          0        339.882     0         0          0        
 DL0BG1A      DRIF          0.44652  340.328     0         0          0        
 FL1G1C13A    FTRIM         0.044    340.372     0         0          0        
 DFT2         DRIF          0.051    340.423     0         0          0        
 DLDK         DRIF          0.095    340.518     0         0          0        
 DL01G1A      DRIF          2.66348  343.182     0         0          0        
 DL02G1A      DRIF          2.79768  345.979     0         0          0        
 DLDK         DRIF          0.095    346.074     0         0          0        
 DFT2         DRIF          0.051    346.125     0         0          0        
 FL2G1C13A    FTRIM         0.044    346.169     0         0          0        
 DL0AG1A      DRIF          0.31232  346.482     0         0          0        
 GEG1C13A     MARK          0        346.482     0         0          0        
 GSG2C13A     MARK          0        346.482     0         0          0        
 SL1G2C13A    SEXT          0.2      346.682     0         -13.2716   0        
 DL1AG2A      DRIF          0.09     346.772     0         0          0        
 PL1G2C13A    BPM           0        346.772     0         0          0        
 DBPM07       DRIF          0.076    346.848     0         0          0        
 QL1G2C13A    QUAD          0.268    347.116     -1.61785  0          0        
 DL2AG2A      DRIF          0.13475  347.251     0         0          0        
 CL1G2C13A    TRIMD         0.2      347.451     0         0          0        
 DL2BG2A      DRIF          0.13125  347.582     0         0          0        
 SL2G2C13A    SEXT          0.2      347.782     0         35.6779    0        
 DL2CG2A      DRIF          0.244    348.026     0         0          0        
 QL2G2C13A    QUAD          0.46     348.486     1.76477   0          0        
 DL3AG2A      DRIF          0.2021   348.688     0         0          0        
 CL2G2C13A    TRIMD         0.2      348.888     0         0          0        
 DL3BG2A      DRIF          0.1575   349.045     0         0          0        
 SL3G2C13A    SEXT          0.2      349.245     0         -29.4609   0        
 DL3CG2A      DRIF          0.09008  349.335     0         0          0        
 PL2G2C13A    BPM           0        349.335     0         0          0        
 DBPM08       DRIF          0.07592  349.411     0         0          0        
 QL3G2C13A    QUAD          0.268    349.679     -1.51868  0          0        
 DL4AG2A      DRIF          0.5727   350.252     0         0          0        
 GEG2C13A     MARK          0        350.252     0         0          0        
 DL4BG3A      DRIF          0.0183   350.27      0         0          0        
 GSG3C13A     MARK          0        350.27      0         0          0        
 B1G3C13A     DIPOLE        2.62     352.89      0         0          0.10472  
 GEG3C13A     MARK          0        352.89      0         0          0        
 GSG4C13A     MARK          0        352.89      0         0          0        
 DM1AG4A      DRIF          0.501    353.391     0         0          0        
 SQMG4C13A    SQ_TRIM       0.2      353.591     0         0          0        
 DM1BG4A      DRIF          0.2755   353.867     0         0          0        
 QM1G4C13A    QUAD          0.247    354.114     -0.812235  0          0        
 DM2A2G4A     DRIF          0.2015   354.315     0         0          0        
 SM1G4C13A    SEXT          0.2      354.515     0         -23.6806   0        
 DFT1         DRIF          0.2332   354.749     0         0          0        
 FM1G4C13A    FTRIM         0.044    354.793     0         0          0        
 DM2B2G4A     DRIF          0.2924   355.085     0         0          0        
 PM1G4C13A    BPM           0        355.085     0         0          0        
 DBPM09       DRIF          0.0844   355.169     0         0          0        
 QM2G4C13A    QUAD          0.282    355.451     1.22615   0          0        
 DM2CG4A      DRIF          0.184    355.635     0         0          0        
 SM2G4C13B    SEXT          0.25     355.885     0         28.6432    0        
 DM2CG4B      DRIF          0.184    356.069     0         0          0        
 QM2G4C13B    QUAD          0.282    356.351     1.22615   0          0        
 DM2B2G4B     DRIF          0.504    356.855     0         0          0        
 SM1G4C13B    SEXT          0.2      357.055     0         -25.946    0        
 DM2A2G4B     DRIF          0.26226  357.318     0         0          0        
 PM1G4C13B    BPM           0        357.318     0         0          0        
 DBPM10       DRIF          0.08924  357.407     0         0          0        
 QM1G4C13B    QUAD          0.247    357.654     -0.812235  0          0        
 DM1EG4B      DRIF          0.1105   357.764     0         0          0        
 CM1G4C13B    TRIMD         0.3      358.064     0         0          0        
 GEG4C13B     MARK          0        358.064     0         0          0        
 GSG5C13B     MARK          0        358.064     0         0          0        
 DM1DG5B2     DRIF          0.1      358.164     0         0          0        
 DPWG5B       DRIF          0.2      358.364     0         0          0        
 DM1CG5B2     DRIF          0.266    358.63      0         0          0        
 B1G5C13B     DIPOLE        2.62     361.25      0         0          0.10472  
 GEG5C13B     MARK          0        361.25      0         0          0        
 DH4CG6B      DRIF          0.21634  361.467     0         0          0        
 GSG6C13B     MARK          0        361.467     0         0          0        
 CH2G6C13B    TRIMD         0.3      361.767     0         0          0        
 DH4BG6B      DRIF          0.06366  361.83      0         0          0        
 SH4G6C13B    SEXT          0.2      362.03      0         -15.8209   0        
 DH4AG6B      DRIF          0.0896   362.12      0         0          0        
 PH2G6C13B    BPM           0        362.12      0         0          0        
 DBPM11       DRIF          0.0764   362.196     0         0          0        
 QH3G6C13B    QUAD          0.268    362.464     -1.75355  0          0        
 DH3BG6B      DRIF          0.186    362.65      0         0          0        
 SH3G6C13B    SEXT          0.2      362.85      0         -5.85511   0        
 DH3AG6B      DRIF          0.184    363.034     0         0          0        
 QH2G6C13B    QUAD          0.46     363.494     1.43673   0          0        
 DH2BG6B      DRIF          0.4785   363.973     0         0          0        
 CH1G6C13B    TRIMD         0.2      364.173     0         0          0        
 DH2AG6B      DRIF          0.1235   364.296     0         0          0        
 QH1G6C13B    QUAD          0.268    364.564     -0.641957  0          0        
 DH1AG6B      DRIF          0.08059  364.645     0         0          0        
